_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_figure_correspond_to_the_category,does_the_figure_correspond_to_the_category:confidence,class,does_the_figure_correspond_to_the_category_gold,image_url
660800144,FALSE,finalized,3,1/27/15 15:01,"Yes, perfect classification",0.346,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/ar3103-1-2.jpg
660800145,FALSE,finalized,2,1/27/15 13:29,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1751-0147-52-14-5-2.jpg
660800146,FALSE,finalized,2,1/27/15 13:11,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2415-9-9-1-1.jpg
660800147,FALSE,finalized,2,1/27/15 14:29,"No, wrong category",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1742-2094-5-41-4-1.jpg
660800148,FALSE,finalized,2,1/27/15 15:51,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2148-9-276-2-1.jpg
660800149,FALSE,finalized,2,1/27/15 16:50,"No, wrong category",1,[GNCP] Non-clinical photos,,http://fast.hevs.ch/images/subfigures/1742-9994-7-31-25-5.jpg
660800150,FALSE,finalized,3,1/27/15 14:22,"Yes, perfect classification",0.6525,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2202-9-118-1-3.jpg
660800151,FALSE,finalized,2,1/27/15 17:11,"Yes, perfect classification",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1471-2105-10-S6-S23-2-1.jpg
660800152,FALSE,finalized,2,1/27/15 15:47,"Yes, perfect classification",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1741-7015-6-1-2-9.jpg
660800153,FALSE,finalized,2,1/27/15 14:54,"Yes, perfect classification",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2121-5-32-9-3.jpg
660800154,FALSE,finalized,3,1/27/15 16:36,"No, wrong category",0.684,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1471-2350-11-171-2-3.jpg
660800155,FALSE,finalized,3,1/27/15 17:45,"No, wrong category",0.6659,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2164-10-134-3-3.jpg
660800156,FALSE,finalized,2,1/27/15 14:00,"Yes, perfect classification",1,[DMEL] Electron microscopy,,http://fast.hevs.ch/images/subfigures/1471-2148-11-125-3-1.jpg
660800157,FALSE,finalized,3,1/27/15 13:33,"No, wrong category",0.6747,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/DRP2010-168248-4.001.jpg
660800158,FALSE,finalized,2,1/27/15 13:05,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1742-4682-2-42-2-1.jpg
660800159,FALSE,finalized,2,1/27/15 13:25,"No, wrong category",1,[DSEC] Electrocardiography,,http://fast.hevs.ch/images/subfigures/1472-6882-8-5-2-1.jpg
660800160,FALSE,finalized,2,1/27/15 14:07,"No, wrong category",1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2121-11-11-2-13.jpg
660800161,FALSE,finalized,3,1/27/15 15:31,"Yes, perfect classification",0.6699,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1477-7819-5-6-1-3.jpg
660800162,FALSE,finalized,2,1/27/15 16:45,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2105-11-314-8-4.jpg
660800163,FALSE,finalized,3,1/27/15 16:16,"No, wrong category",0.6671,[GGEN] Gene sequence,,http://fast.hevs.ch/images/subfigures/gb-2006-7-12-r123-4-5.jpg
660800164,FALSE,finalized,2,1/27/15 13:41,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1465-9921-7-34-1-3.jpg
660800165,FALSE,finalized,3,1/27/15 14:35,"No, wrong category",0.6554,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1742-4690-6-57-6-7.jpg
660800166,FALSE,finalized,2,1/27/15 13:02,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2180-9-30-5-3.jpg
660800167,FALSE,finalized,2,1/27/15 16:23,"No, wrong category",1,[GGEN] Gene sequence,,http://fast.hevs.ch/images/subfigures/1741-7007-8-26-3-6.jpg
660800168,FALSE,finalized,2,1/27/15 13:53,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1471-213X-7-69-2-3.jpg
660800169,FALSE,finalized,2,1/27/15 16:35,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1472-6769-9-1-4-14.jpg
660800170,FALSE,finalized,2,1/27/15 14:08,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2105-11-104-2-6.jpg
660800171,FALSE,finalized,2,1/27/15 13:22,"No, wrong category",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1477-7827-6-60-1-5.jpg
660800172,FALSE,finalized,2,1/27/15 14:50,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2164-11-5-3-3.jpg
660800173,FALSE,finalized,2,1/27/15 13:17,"Yes, perfect classification",1,[D3DR] 3D reconstructions,,http://fast.hevs.ch/images/subfigures/1472-6769-6-2-1-2.jpg
660800174,FALSE,finalized,2,1/27/15 15:17,"No, wrong category",1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2105-4-31-4-3.jpg
660800175,FALSE,finalized,3,1/27/15 15:56,"No, wrong category",0.3543,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1475-2875-7-249-2-8.jpg
660800176,FALSE,finalized,3,1/27/15 15:23,"Yes, perfect classification",0.3446,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2121-5-32-9-12.jpg
660800177,FALSE,finalized,2,1/27/15 15:21,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2202-8-60-7-10.jpg
660800178,FALSE,finalized,3,1/27/15 14:37,"Yes, perfect classification",0.6682,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2164-7-12-9-5.jpg
660800179,FALSE,finalized,2,1/27/15 14:20,"No, wrong category",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/12178_2009_9056_Fig11_HTML-3.jpg
660800180,FALSE,finalized,3,1/27/15 15:55,"Yes, perfect classification",0.6822,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-11-276-7-11.jpg
660800181,FALSE,finalized,2,1/27/15 14:33,"No, wrong category",1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2148-4-29-2-4.jpg
660800182,FALSE,finalized,2,1/27/15 17:01,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1743-0003-5-30-2-2.jpg
660800183,FALSE,finalized,2,1/27/15 13:11,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2180-11-50-2-6.jpg
660800184,FALSE,finalized,2,1/27/15 15:05,"No, wrong category",1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2148-7-166-7-7.jpg
660800185,FALSE,finalized,2,1/27/15 16:20,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2121-8-14-1-3.jpg
660800186,FALSE,finalized,3,1/27/15 16:00,"No, wrong category",0.6717,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1471-2148-8-254-1-1.jpg
660800187,FALSE,finalized,3,1/27/15 14:59,"No, wrong category",0.6365,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2091-11-41-3-2.jpg
660800188,FALSE,finalized,2,1/27/15 14:02,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2164-11-32-4-4.jpg
660800189,FALSE,finalized,2,1/27/15 14:07,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1750-1326-6-48-1-2.jpg
660800190,FALSE,finalized,2,1/27/15 15:02,"No, wrong category",1,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/1471-2121-7-32-4-8.jpg
660800191,FALSE,finalized,2,1/27/15 14:28,"No, wrong category",1,[DRUS] Ultrasound,,http://fast.hevs.ch/images/subfigures/1749-8104-4-18-4-3.jpg
