subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp,url
Biden,2022-05-01,I,2021-16-08,2021-18-08,YouGov,B+,494,a,0.49861313,0,,,47,43,53.04468,40.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/2duhahheqq/20210819_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-17-08,2021-20-08,American Research Group,C+,349,rv,0.53939685,0,,,55,38,53.437582,38.938818,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Biden,2022-05-01,I,2021-19-08,2021-22-08,Morning Consult,B,696,a,0.67269984,0,,,45,42,46.524443,42.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/08/24134206/2108093_crosstabs_CORONAVIRUS_CONTENT_RETURN_TO_NORMAL_Adults_v1_NP-1.pdf
Biden,2022-05-01,I,2021-20-08,2021-22-08,Harris Insights & Analytics,B+,711,rv,1.030848,0,,,65,35,60.281783,36.291129,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/569035-poll-bidens-job-approval-drops-6-points-afghanistan-fallout
Biden,2022-05-01,I,2021-03-08,2021-07-09,SSRS,C,762.84,a,0.85340521,0,,,53,47,51.618584,46.297293,2022-05-01 09:17,http://cdn.cnn.com/cnn/2021/images/09/10/rel5a.-.biden.us.economy.pdf
Biden,2022-05-01,I,2021-19-08,2021-23-08,Suffolk University,B+,354,rv,0.69630061,0,,,44,50,45.241265,48.717216,2022-05-01 09:17,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2021/8_24_2021_tables_pdftxt.pdf?la=en&hash=3FC4396041734775A3166CCAA81790D0EEB98D5F
Biden,2022-05-01,I,2021-21-08,2021-24-08,YouGov,B+,446,a,0.44320716,0,,,37,52,43.04468,49.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/0v9p6tn6ur/econTabReport.pdf
Biden,2022-05-01,I,2021-26-08,2021-30-08,Global Strategy Group/GBAO (Navigator Research),B/C,232,rv,0.34094398,0,,,41,51,43.265002,50.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/08/Navigator-Update-09.01.2021.pdf
Biden,2022-05-01,I,2021-28-08,2021-30-08,Morning Consult,B,499,rv,0.53070261,0,,,44,48,45.524443,48.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/09/01065758/2108171_crosstabs_POLITICO_RVs_v1_SH-1.pdf
Biden,2022-05-01,I,2021-26-08,2021-31-08,Marist College,A,389.3,rv,0.80542009,0,,,53,39,51.337416,40.539079,2022-05-01 09:17,https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_CV202109011543.pdf
Biden,2022-05-01,I,2021-27-08,2021-30-08,Ipsos,B-,107,a,0.18757852,0,,,47,43,45.540305,44.311314,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-08/Reuters%20Ipsos%20News%20Issue%20Poll%20-%20%20Afghanistan%2027%20thru%2030%20August%202021%20topline%20.pdf
Biden,2022-05-01,I,2021-28-08,2021-31-08,YouGov,B+,446,a,0.43746587,0,,,38,47,44.04468,44.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/3gw2x4kv4w/econTabReport.pdf
Biden,2022-05-01,I,2021-29-08,2021-01-09,ABC News/The Washington Post,A+,372.22,a,0.80541273,0,,,49,43,48.868188,42.727944,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1qAENBWEPnbKnxjomu1uZ0Tdt4euV7k-rLKiTK3CaaL0/edit#gid=0
Biden,2022-05-01,I,2021-30-08,2021-01-09,YouGov,B+,504,a,0.49554969,0,,,47,42,53.04468,39.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/5vz7saf6pq/20210901_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-04-09,2021-05-09,Redfield & Wilton Strategies,B/C,294,a,0.44393468,0,,,34,32,38.143061,37.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-4-5-september/
Biden,2022-05-01,I,2021-04-09,2021-07-09,YouGov,B+,465,a,0.45091573,0,,,37,51,43.04468,48.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/hlzpfslijb/econTabReport.pdf
Biden,2022-05-01,I,2021-08-09,2021-09-09,Harris Insights & Analytics,B+,504,rv,0.80116542,0,,,57,43,52.281783,44.291129,2022-05-01 09:17,https://mediarelations.gwu.edu/new-gw-poll-shows-most-americans-approve-biden-confident-future-us
Biden,2022-05-01,I,2021-09-09,2021-13-09,Global Strategy Group/GBAO (Navigator Research),B/C,208.95,rv,0.30953171,0,,,42,47,44.265002,46.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/09/Navigator-Update-09.15.2021.pdf
Biden,2022-05-01,I,2021-10-09,2021-13-09,Quinnipiac University,A-,435.6,a,0.79421802,0,,,44,53,43.745338,52.450538,2022-05-01 09:17,https://poll.qu.edu/poll-release?releaseid=3819
Biden,2022-05-01,I,2021-07-09,2021-16-09,Marquette,,579,a,0.66238357,0,,,55,45,53.181441,45.06846,2022-05-01 09:17,https://law.marquette.edu/poll/wp-content/uploads/2021/09/MLSPSC04Toplines.html#B5:_Biden_COVID_approval
Biden,2022-05-01,I,2021-12-09,2021-14-09,YouGov,B+,430,a,0.40573457,0,,,38,52,44.04468,49.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/lib6k0abqf/econTabReport.pdf
Biden,2022-05-01,I,2021-12-09,2021-15-09,Fox News/Beacon Research/Shaw & Co. Research,A,160.32,rv,0.34871637,0,,,48,49,48.167822,47.921684,2022-05-01 09:17,https://static.foxnews.com/foxnews.com/content/uploads/2021/09/Fox_September-12-15_National_Topline_September-19-Release.pdf
Biden,2022-05-01,I,2021-14-09,2021-20-09,YouGov,B+,956,a,0.8922499,0,,,41,50,47.04468,47.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/122f0nkweu/20210920_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-17-09,2021-20-09,American Research Group,C+,348,a,0.53569964,0,,,62,35,60.437582,35.938818,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Biden,2022-05-01,I,2021-18-09,2021-20-09,Morning Consult,B,572,rv,0.69352924,0,,,44,47,45.524443,47.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/09/21221706/2109121_crosstabs_POLITICO_34B_INFRASTRUCTURE_RVs_v1_SH.pdf
Biden,2022-05-01,I,2021-18-09,2021-21-09,YouGov,B+,450,a,0.42310734,0,,,40,48,46.04468,45.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf
Biden,2022-05-01,I,2021-17-09,2021-23-09,Echelon Insights,B/C,192,rv,0.36213338,0,,,51,46,50.756968,46.083217,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-political/
Biden,2022-05-01,I,2021-19-09,2021-20-09,Redfield & Wilton Strategies,B/C,263,a,0.36548527,0,,,36,27,40.143061,32.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-19-20-september/
Biden,2022-05-01,I,2021-16-09,2021-29-09,Public Religion Research Institute,A/B,728,a,1.193188,0,,,59,41,55.704418,42.393545,2022-05-01 09:17,https://www.prri.org/research/competing-visions-of-america-an-evolving-identity-or-a-culture-under-attack/
Biden,2022-05-01,I,2021-23-09,2021-27-09,Global Strategy Group/GBAO (Navigator Research),B/C,219,rv,0.32194934,0,,,40,54,42.265002,53.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-09.28.2021.pdf
Biden,2022-05-01,I,2021-23-09,2021-27-09,AP-NORC,,208.81,a,0.42093036,0,,,50,48,49.122359,47.127162,2022-05-01 09:17,https://apnorc.org/projects/half-support-vaccine-mandates-amidst-delta-surge/?utm_source=rss&utm_medium=rss&utm_campaign=half-support-vaccine-mandates-amidst-delta-surge
Biden,2022-05-01,I,2021-26-09,2021-28-09,YouGov,B+,475,a,0.46363428,0,,,35,54,41.04468,51.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/ab8vvo6g3z/econTabReport.pdf
Biden,2022-05-01,I,2021-02-10,2021-04-10,Morning Consult,B,559,rv,0.6687733,0,,,44,47,45.524443,47.20626,2022-05-01 09:17,https://www.politico.com/f/?id=0000017c-5392-d47e-ab7e-dfb2c5590000
Biden,2022-05-01,I,2021-01-10,2021-04-10,YouGov,B+,493,a,0.50006226,0,,,42,50,48.04468,47.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/a6ira9rwv9/20211001_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-01-10,2021-04-10,Quinnipiac University,A-,490.62,a,0.87890392,0,,,42,56,41.745338,55.450538,2022-05-01 09:17,https://poll.qu.edu/poll-release?releaseid=3824
Biden,2022-05-01,I,2021-03-10,2021-05-10,YouGov,B+,444,a,0.45154671,0,,,40,51,46.04468,48.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/j46zs8picp/econTabReport.pdf
Biden,2022-05-01,I,2021-05-10,2021-05-10,Redfield & Wilton Strategies,B/C,328,rv,0.41765161,0,,,37,31,41.143061,36.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-5-october/
Biden,2022-05-01,I,2021-07-10,2021-11-10,Global Strategy Group/GBAO (Navigator Research),B/C,255,rv,0.3703591,0,,,38,53,40.265002,52.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-10.13.2021.pdf
Biden,2022-05-01,I,2021-09-10,2021-12-10,YouGov,B+,460,a,0.48987805,0,,,36,54,42.04468,51.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf
Biden,2022-05-01,I,2021-11-10,2021-13-10,RMG Research,B-,372,rv,0.63553117,0,,,31,45,34.762911,44.6969,2022-05-01 09:17,https://scottrasmussen.com/biden-approval-underwater-on-immigration-taxes-govt-spending-economy-national-security-healthcare/
Biden,2022-05-01,I,2021-13-10,2021-17-10,Selzer & Co.,A+,232,a,0.51856077,0,,,38,46,38.90263,46.303878,2022-05-01 09:17,https://www.grinnell.edu/sites/default/files/docs/2021-10/GCNP%20Oct21%20Toplines%20Methodology%20Crosstabs%20v2.pdf
Biden,2022-05-01,I,2021-15-10,2021-19-10,Echelon Insights,B/C,249,rv,0.45039248,0,,,48,46,47.756968,46.083217,2022-05-01 09:17,http://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/October-Omnibus-External-Crosstabs.pdf
Biden,2022-05-01,I,2021-16-10,2021-18-10,Morning Consult,B,528,rv,0.63384419,0,,,42,48,43.524443,48.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/10/20054637/2110084_crosstabs_POLITICO_RVs_v1_SH.pdf
Biden,2022-05-01,I,2021-17-10,2021-17-10,Redfield & Wilton Strategies,B/C,316,rv,0.39553663,0,,,36,31,40.143061,36.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-17-october/
Biden,2022-05-01,I,2021-16-10,2021-19-10,Fox News/Beacon Research/Shaw & Co. Research,A,200.6,rv,0.43040827,0,,,41,56,41.167822,54.921684,2022-05-01 09:17,https://static.foxnews.com/foxnews.com/content/uploads/2021/10/Fox_October-16-19_National_Topline_October-20-Release.pdf
Biden,2022-05-01,I,2021-16-10,2021-19-10,YouGov,B+,486,a,0.54281686,0,,,37,53,43.04468,50.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf
Biden,2022-05-01,I,2021-17-10,2021-21-10,Georgetown University (Battleground),A/B,91,rv,0.19793377,0,,,41,53,41.143091,52.550481,2022-05-01 09:17,https://georgetown.app.box.com/s/gf6q1auy6spkbvo1tc5816o6bgw4ey47
Biden,2022-05-01,I,2021-17-10,2021-20-10,American Research Group,C+,348,a,0.53569964,0,,,48,47,46.437582,47.938818,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Biden,2022-05-01,I,2021-20-10,2021-23-10,Harris Insights & Analytics,B+,682,rv,0.99107438,0,,,37,45,32.281783,46.291129,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/579124-poll-biden-approval-slips-5-points-to-42-percent
Biden,2022-05-01,I,2021-22-10,2021-25-10,Global Strategy Group/GBAO (Navigator Research),B/C,220.22,rv,0.32421567,0,,,39,55,41.265002,54.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Topline-F10.25.21.pdf?emci=8fb24a08-3538-ec11-9820-c896653b26c8&emdi=a9ae22ec-9c38-ec11-9820-c896653b26c8&ceid=1280100
Biden,2022-05-01,I,2021-24-10,2021-26-10,YouGov,B+,424,a,0.4676558,0,,,39,51,45.04468,48.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/qwffht37bk/econTabReport.pdf
Biden,2022-05-01,I,2021-27-10,2021-28-10,Harris Insights & Analytics,B+,380,rv,0.56964961,0,,,44,50,39.281783,51.291129,2022-05-01 09:17,https://harvardharrispoll.com/wp-content/uploads/2021/11/HHP_October2021_Crosstabs.pdf
Biden,2022-05-01,I,2021-30-10,2021-01-11,Morning Consult,B,560,rv,0.67626779,0,,,45,45,46.524443,45.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/11/02070634/2110196_crosstabs_POLITICO_RVs_v1_LM.pdf
Biden,2022-05-01,I,2021-31-10,2021-31-10,Redfield & Wilton Strategies,B/C,331,rv,0.42177968,0,,,38,35,42.143061,40.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-31-october/
Biden,2022-05-01,I,2021-30-10,2021-02-11,YouGov,B+,440,a,0.46855885,0,,,36,56,42.04468,53.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/xtubiu759r/econTabReport.pdf
Biden,2022-05-01,I,2021-03-11,2021-05-11,Suffolk University,B+,339,rv,0.67082417,0,,,41,50,42.241265,48.717216,2022-05-01 09:17,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2021/11_8_2021_tables.pdf?la=en&hash=9D71EE1891062534BBCA26BE96FD4E39700398C2
Biden,2022-05-01,I,2021-01-11,2021-09-11,Susquehanna Polling & Research Inc.,B+,176,lv,0.36948757,0,,,50,46,49.23731,46.854555,2022-05-01 09:17,https://www.scribd.com/document/538706653/The-Federalist-Susquehanna-Poll-November-1-9-2021
Biden,2022-05-01,I,2021-04-11,2021-08-11,Global Strategy Group/GBAO (Navigator Research),B/C,210.63,rv,0.31355053,0,,,41,45,43.265002,44.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/11/Navigator-Update-11.12.2021.pdf
Biden,2022-05-01,I,2021-04-11,2021-08-11,YouGov,B+,528,a,0.54121709,0,,,42,48,48.04468,45.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/8yndiqueok/20211108_yahoo_vaccine_tabs%20%282%29.pdf
Biden,2022-05-01,I,2021-06-11,2021-09-11,YouGov,B+,431,a,0.43767695,0,,,37,51,43.04468,48.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf
Biden,2022-05-01,I,2021-07-11,2021-10-11,ABC News/The Washington Post,A+,370.37,a,0.80163201,0,,,44,52,43.868188,51.727944,2022-05-01 09:17,https://www.washingtonpost.com/context/nov-7-10-2021-washington-post-abc-news-poll/160508a9-cea2-4433-92c8-6dc51838721e/?itid=lk_inline_manual_2
Biden,2022-05-01,I,2021-01-11,2021-16-11,Gallup,B+,329,a,0.64790088,0,,,51,46,49.035536,45.62673,2022-05-01 09:17,https://news.gallup.com/poll/357545/biden-approval-ratings-mostly-underwater.aspx
Biden,2022-05-01,I,2021-11-11,2021-15-11,Quinnipiac University,A-,496.08,a,0.92588148,0,,,39,53,38.745338,52.450538,2022-05-01 09:17,https://poll.qu.edu/poll-release?releaseid=3827
Biden,2022-05-01,I,2021-13-11,2021-15-11,Morning Consult,B,531,rv,0.6724533,0,,,45,47,46.524443,47.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/11/17072513/2111084_crosstabs_POLITICO_RVs_v1_SH.pdf
Biden,2022-05-01,I,2021-15-11,2021-15-11,Redfield & Wilton Strategies,B/C,367,rv,0.47663501,0,,,32,40,36.143061,45.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-15-november-2021/
Biden,2022-05-01,I,2021-12-11,2021-18-11,Echelon Insights,B/C,188,rv,0.35222963,0,,,47,46,46.756968,46.083217,2022-05-01 09:17,https://echeloninsights.com/in-the-news/november-omnibus-politics/
Biden,2022-05-01,I,2021-14-11,2021-16-11,YouGov,B+,441,a,0.44447465,0,,,37,55,43.04468,52.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/anoy7rtkl2/econTabReport.pdf
Biden,2022-05-01,I,2021-14-11,2021-17-11,Fox News/Beacon Research/Shaw & Co. Research,A,180.54,rv,0.38671884,0,,,41,55,41.167822,53.921684,2022-05-01 09:17,https://static.foxnews.com/foxnews.com/content/uploads/2021/11/Fox_November-14-17_National_Topline_November-18-Release.pdf
Biden,2022-05-01,I,2021-17-11,2021-19-11,YouGov,B+,521,a,0.52813458,0,,,42,49,48.04468,46.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/glqc6q0m86/20211119_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-17-11,2021-20-11,American Research Group,C+,349,a,0.53676774,0.00345508,,,41,53,39.437582,53.938818,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Biden,2022-05-01,I,2021-18-11,2021-22-11,Global Strategy Group/GBAO (Navigator Research),B/C,200,rv,0.3089609,0.00389357,,,35,54,37.265002,53.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Update-12.02.2021.pdf
Biden,2022-05-01,I,2021-20-11,2021-23-11,YouGov,B+,464,a,0.48142426,0.01070226,,,37,56,43.04468,53.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf
Biden,2022-05-01,I,2021-27-11,2021-30-11,YouGov,B+,481,a,0.51128102,0.03137893,,,34,43,40.04468,40.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf
Biden,2022-05-01,I,2021-30-11,2021-06-12,Marist College,A,382.32,a,0.79236036,0.08612613,,,45,48,43.337416,49.539079,2022-05-01 09:17,https://maristpoll.marist.edu/wp-content/uploads/2021/12/NPR_Marist-Poll_USA-NOS-and-Tables_202112070936.pdf
Biden,2022-05-01,I,2021-04-12,2021-06-12,Morning Consult,B,528,rv,0.6950003,0.08708616,,,38,53,39.524443,53.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/12/08091802/2112027_crosstabs_POLITICO_RVs_v2_SH.pdf
Biden,2022-05-01,I,2021-03-12,2021-06-12,Global Strategy Group/GBAO (Navigator Research),B/C,228,rv,0.37496985,0.050133,,,37,53,39.265002,52.656782,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Toplines-12.07.2021.pdf?emci=df590c4d-655c-ec11-94f6-0050f2e65e9b&emdi=7dd29be5-ca5c-ec11-94f6-0050f2e65e9b&ceid=1280100
Biden,2022-05-01,I,2021-05-12,2021-05-12,Redfield & Wilton Strategies,B/C,336,rv,0.44647621,0.05636179,,,27,44,31.143061,49.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2021/?utm_source=rss&utm_medium=rss&utm_campaign=joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2021
Biden,2022-05-01,I,2021-04-12,2021-07-12,YouGov,B+,483,a,0.52227668,0.06985771,,,35,55,41.04468,52.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf
Biden,2022-05-01,I,2021-08-12,2021-10-12,RMG Research,B-,372,rv,0.63553117,0.13771328,,,29,55,32.762911,54.6969,2022-05-01 09:17,https://scottrasmussen.com/biden-approval-underwater-on-6-key-issues-weakest-on-immigration-taxes-government-spending/
Biden,2022-05-01,I,2021-08-12,2021-12-12,SSRS,C,452.16,a,0.63905417,0.15849977,,,50,50,48.618584,49.297293,2022-05-01 09:17,https://s3.documentcloud.org/documents/21154783/biden-economy.pdf
Biden,2022-05-01,I,2021-09-12,2021-13-12,YouGov,B+,510,a,0.5550943,0.14019456,,,38,51,44.04468,48.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/5nf49qubtk/20211213_yahoo_vaccine_tabs.pdf
Biden,2022-05-01,I,2021-09-12,2021-13-12,Echelon Insights,B/C,188,rv,0.36069137,0.0992551,,,40,55,39.756968,55.083217,2022-05-01 09:17,https://echeloninsights.com/in-the-news/december-omnibus-politics/
Biden,2022-05-01,I,2021-11-12,2021-14-12,Fox News/Beacon Research/Shaw & Co. Research,A,210.42,rv,0.45114927,0.15372218,,,43,49,43.167822,47.921684,2022-05-01 09:17,https://static.foxbusiness.com/foxbusiness.com/content/uploads/2021/12/Fox_December-11-14_National_Topline_December-15-Release_FBN.pdf
Biden,2022-05-01,I,2021-12-12,2021-14-12,YouGov,B+,455,a,0.50346833,0.16035226,,,37,54,43.04468,51.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/pnu6yfcz0j/econTabReport.pdf
Biden,2022-05-01,I,2021-13-12,2021-17-12,Ipsos,B-,517,a,0.82097945,0.3322376,,,43,49,41.540305,50.311314,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-12/Reuters%20Ipsos%20Large%20Issue%20Poll%20No%206%20Topline%20-%20December%202021.pdf
Biden,2022-05-01,I,2021-17-12,2021-17-12,John Zogby Strategies/EMI Research Solutions,B/C,210,lv,0.40719149,0.19030063,,,43.6,52.9,43.272909,52.488137,2022-05-01 09:17,https://johnzogbystrategies.com/wp-content/uploads/2021/12/X-Biden-121721.pdf
Biden,2022-05-01,I,2021-18-12,2021-18-12,Redfield & Wilton Strategies,B/C,344,rv,0.48486976,0.23705874,,,38,35,42.143061,40.960345,2022-05-01 09:17,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-18-december-2021/
Biden,2022-05-01,I,2021-17-12,2021-20-12,American Research Group,C+,350,a,0.55148236,0.28982698,,,46,49,44.437582,49.938818,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Biden,2022-05-01,I,2021-18-12,2021-20-12,Morning Consult,B,531,rv,0.74267297,0.38660523,,,37,53,38.524443,53.20626,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/12/21214204/2112154_crosstabs_POLITICO_RVs_v1_SH-1.pdf
Biden,2022-05-01,I,2021-19-12,2021-21-12,YouGov,B+,476,a,0.58523434,0.31952891,,,35,56,41.04468,53.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/wpndi3r0pc/econTabReport.pdf
Biden,2022-05-01,I,2022-02-01,2022-04-01,YouGov,B+,467,a,0.72782639,0.72782639,,,33,56,39.04468,53.010111,2022-05-01 09:17,https://docs.cdn.yougov.com/g43s025yft/econTabReport.pdf
Trump,2022-05-01,I,2020-02-02,2020-04-02,YouGov,B+,599,a,0.75504896,0,,,39,25,37.635428,30.30531,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf
Trump,2022-05-01,I,2020-07-02,2020-09-02,Morning Consult,B,700,a,0.77092663,0,,,50,22,52.38227,24.247297,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/02/200214_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf
Trump,2022-05-01,I,2020-09-02,2020-11-02,YouGov,B+,607,a,0.66878291,0,,,33,25,31.635428,30.30531,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf
Trump,2022-05-01,I,2020-16-02,2020-18-02,YouGov,B+,583,a,0.55976715,0,,,36,25,34.635428,30.30531,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf
Trump,2022-05-01,I,2020-23-02,2020-25-02,YouGov,B+,588,a,0.50692104,0,,,34,26,32.635428,31.30531,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf
Trump,2022-05-01,I,2020-24-02,2020-26-02,Morning Consult,B,677,a,0.44133579,0,,,49,24,51.38227,26.247297,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/02/200260_crosstabs_CORONAVIRUS_Adults_v2_JB.pdf
Trump,2022-05-01,I,2020-26-02,2020-28-02,Harris Insights & Analytics,B+,735,rv,0.88786047,0,,,46,54,42.327466,53.646325,2022-05-01 09:17,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Crosstabs.pdf
Trump,2022-05-01,I,2020-26-02,2020-28-02,YouGov,B+,387,a,0.3172965,0,,,38,35,36.635428,40.30531,2022-05-01 09:17,https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_2.pdf
Trump,2022-05-01,I,2020-28-02,2020-01-03,Morning Consult,B,692,a,0.39869727,0,,,41,33,43.38227,35.247297,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200271_crosstabs_CORONAVIRUS_Adults_v2_JB-1.pdf
Trump,2022-05-01,I,2020-01-03,2020-03-03,YouGov,B+,618,a,0.47515061,0,,,34,41,32.635428,46.30531,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf
Trump,2022-05-01,I,2020-02-03,2020-03-03,Ipsos,B-,102,a,0.16278425,0,,,23,57,23.804129,54.611538,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_coronavirus_03_03_2020.pdf
Trump,2022-05-01,I,2020-03-03,2020-05-03,Morning Consult,B,545,rv,0.28720465,0,,,40,42,42.38227,44.247297,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200311_crosstabs_CORONAVIRUS_RVs_v3_YW.pdf
Trump,2022-05-01,I,2020-02-03,2020-08-03,SurveyMonkey,C,344,a,0.50178046,0,,,38,58,38.262484,55.173514,2022-05-01 09:17,https://www.surveymonkey.com/curiosity/nyt-march-2020-cci/
Trump,2022-05-01,I,2020-04-03,2020-07-03,SSRS,C,448.07,a,0.59899622,0,,,37,47,36.670608,46.742715,2022-05-01 09:17,"https://cdn.cnn.com/cnn/2020/images/03/09/rel2b.-.trump,.coronavirus.pdf"
Trump,2022-05-01,I,2020-06-03,2020-08-03,Global Strategy Group/GBAO (Navigator Research),B/C,240,rv,0.36337058,0,,,35,46,37.356821,45.607295,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf
Trump,2022-05-01,I,2020-05-03,2020-08-03,Quinnipiac University,A-,315.25,rv,0.60994105,0,,,37,50,36.061501,49.818809,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3657
