Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category
485727,0,0,0,0,None,None,None,03-Jun-03,,
485728,0,0,0,0,None,None,None,20-Jun-03,G,
485729,0,0,0,0,None,None,None,08-Feb-03,B,
485730,0,0,0,0,0,None,43,30-Apr-03,A,
485731,0,0,0,0,None,None,None,19-Jul-03,,
485733,0,0,0,0,1,None,47,06-Mar-03,G,Others
485734,0,0,0,0,0,None,39,06-Jul-03,D,Software Industry
485735,0,1,0,0,0,None,42,02-Jul-03,B,Consulting
485736,0,0,0,0,None,None,None,26-Jun-03,,
485737,0,1,0,0,0,None,66,06-Apr-03,G,Others
485738,0,0,0,0,1,71,42,04-Jul-03,G,Technology
485739,0,1,0,0,2,69,47,04-Jul-03,F,Education
485740,0,0,0,0,None,None,None,23-Jul-03,B,
485741,0,1,1,1,3,None,50,04-Jul-03,A,Consulting
485742,0,0,0,0,None,None,None,06-Jul-03,D,
485743,0,0,0,0,3,None,47,24-Jul-03,B,Manufacturing
485744,0,1,0,0,2,None,44,26-Jun-03,G,Consulting
485745,0,0,0,0,0,None,39,04-Apr-03,G,Software Industry
485746,0,0,0,0,None,None,None,06-Jul-03,B,
485747,0,0,0,0,None,None,None,24-Jul-03,G,
485748,0,0,0,0,1,84,38,06-Jul-03,C,
485749,0,0,0,0,None,None,None,25-Jul-03,,
485750,0,0,0,0,None,None,None,23-Jul-03,B,
485751,0,0,0,0,None,None,41,23-Jul-03,B,
485753,0,0,0,0,None,None,None,23-Jul-03,,
485754,0,0,0,0,0,None,45,25-Jul-03,G,Technology
485756,0,0,0,0,None,None,None,06-Jul-03,,
485757,0,0,0,0,None,None,None,06-Apr-03,B,
485758,0,0,0,0,None,None,None,26-Jul-03,G,
485760,0,0,0,0,0,None,43,04-Jul-03,D,Others
485761,1,1,1,1,1,None,42,26-Apr-03,I,Technology
485763,0,0,0,0,2,None,39,02-Jul-03,B,Software Industry
485764,0,0,0,0,None,None,None,29-Nov-02,,
485765,0,0,0,0,3,None,49,06-Mar-03,,Consulting
485766,0,0,0,0,0,None,37,08-Feb-03,H,
485767,0,0,0,0,0,None,None,06-Aug-03,A,
485768,0,0,0,0,None,None,None,06-Aug-03,,
485769,0,0,0,0,None,None,None,06-Aug-03,H,
485770,0,0,0,0,None,None,None,06-Aug-03,,
485771,0,0,0,0,1,None,42,06-Aug-03,,Consulting
485774,0,0,0,0,None,None,None,07-Feb-03,G,
485775,0,0,0,0,None,None,None,05-Aug-03,,
485776,0,0,0,0,None,None,None,02-Jan-03,,
485777,0,0,0,0,None,None,None,05-Aug-03,,
485778,0,1,0,1,2,69,44,05-Aug-03,G,Consulting
485779,0,0,0,0,None,None,None,05-Aug-03,,
485780,0,0,0,0,0,None,38,04-Aug-03,D,Education
485781,0,0,0,0,None,None,None,31-Jul-03,,
485782,0,0,0,0,None,None,None,08-Feb-03,C,
485783,0,0,0,0,None,None,None,04-Aug-03,G,
485784,0,0,0,0,None,None,None,06-Mar-03,A,
485785,1,1,0,0,3,82,49,04-Aug-03,B,Consulting
485786,0,0,0,0,None,None,None,03-Aug-03,D,
485787,0,0,0,0,None,None,None,20-Jun-03,,
485788,0,0,0,0,None,None,None,08-Feb-03,A,
485789,0,0,0,0,2,None,43,02-Aug-03,G,Health
485790,0,0,0,0,1,76,39,02-Aug-03,D,Technology
485792,0,0,0,0,None,None,None,02-Aug-03,,
485793,0,0,0,0,None,None,None,02-Aug-03,,
485794,0,0,0,0,None,None,None,02-Aug-03,B,
485796,0,1,1,0,2,75,43,01-Aug-03,G,Health
485797,0,0,0,0,None,None,None,01-Aug-03,,
485798,0,0,0,0,0,None,48,01-Aug-03,B,
485799,0,0,0,0,None,None,70,02-Jul-03,A,
485800,0,0,0,0,None,None,None,01-Aug-03,,
485801,0,0,0,0,None,None,None,01-Aug-03,,
485802,0,0,0,0,None,None,None,01-Aug-03,,
485803,0,0,0,0,None,None,None,31-Jul-03,,
485804,0,0,0,0,None,None,None,31-Jul-03,B,
485805,0,0,0,0,None,None,None,31-Jul-03,A,
485806,0,0,0,0,0,None,73,31-Jul-03,,
485807,0,0,0,0,None,None,None,31-Jul-03,,
485808,0,0,0,0,None,None,None,27-Jun-03,,
485809,0,0,0,0,None,None,None,24-May-03,,
485810,0,0,0,0,None,None,None,21-Jul-03,G,
485811,0,0,0,0,None,None,None,29-Jul-03,,
485812,0,0,0,0,None,None,None,26-Jul-03,G,
485813,0,1,0,1,1,None,45,28-Jul-03,E,Software Industry
485814,0,0,0,0,None,None,None,26-Jul-03,H,
485815,0,0,0,0,None,None,72,26-Jul-03,B,
485816,0,0,0,0,2,None,42,25-Jul-03,G,Technology
485817,0,0,0,0,None,None,None,25-Jul-03,,
485818,0,0,0,0,None,None,None,06-Mar-03,E,
485819,0,0,0,0,None,None,None,25-Jul-03,,
485820,0,1,0,0,0,None,42,25-Jul-03,H,Consulting
485822,0,0,0,0,None,None,None,24-Jul-03,,
485823,0,0,0,0,2,None,44,24-Jul-03,B,Technology
485824,0,0,0,0,None,None,None,23-Jul-03,,
485825,0,0,0,0,None,None,None,22-Jul-03,I,
485826,0,0,0,0,None,None,None,22-Jul-03,,
485827,0,0,0,1,0,None,40,21-Jul-03,H,
485828,0,0,0,0,None,None,None,20-Jul-03,,
485829,0,0,0,0,None,None,None,17-Jul-03,G,
485830,0,0,0,0,None,None,None,18-Jul-03,,
485831,0,0,0,0,None,None,None,17-Jul-03,E,
485832,0,0,0,0,2,84,42,16-Jul-03,D,Technology
485833,1,1,1,0,0,None,55,06-Jul-03,D,Technology
485835,0,0,0,0,0,None,46,31-Jan-03,B,
485836,0,0,0,0,None,None,None,13-Jul-03,,
485837,0,0,0,0,None,None,None,30-Apr-03,,
485838,0,0,0,0,None,None,None,09-Jan-03,H,
485839,0,0,0,0,None,None,None,08-Feb-03,H,
485840,0,1,0,0,0,None,70,14-Jul-03,A,
485841,0,0,0,0,None,None,None,13-Jul-03,,
485842,0,0,0,0,None,None,None,13-Jul-03,G,
485843,0,0,1,1,3,None,48,13-Jul-03,G,Manufacturing
485844,0,0,0,0,0,None,72,12-Jul-03,H,
485846,0,0,0,0,2,92,41,12-Jul-03,D,Software Industry
485847,0,0,0,0,0,None,48,12-Jul-03,E,Technology
485848,0,0,0,0,3,89,42,03-Jul-03,I,Technology
485849,0,0,0,0,3,None,47,11-Jul-03,,Consulting
485850,0,0,0,0,None,None,None,10-Jul-03,,
485853,0,0,0,0,None,None,None,09-Jul-03,D,
485854,0,0,0,0,None,None,None,09-Jul-03,,
485856,0,0,0,0,None,None,None,09-Jul-03,E,
485857,0,0,0,0,None,None,None,09-Jul-03,,
485858,0,0,0,0,None,None,None,09-Jul-03,C,
485860,0,0,0,0,4,72,44,09-Jul-03,B,Software Industry
485862,0,0,0,0,None,None,None,09-Jul-03,C,
485863,1,0,1,1,0,None,40,08-Jun-03,D,Consulting
485864,0,0,0,0,None,None,None,09-Jul-03,,
485865,0,0,0,0,None,None,None,09-Jul-03,B,
485866,0,0,0,0,None,None,None,08-Jul-03,,
485867,0,1,0,1,2,None,48,08-Jul-03,G,Software Industry
485868,0,0,0,0,None,None,None,26-Jun-03,,
485869,0,0,0,0,None,None,None,07-Jul-03,,
485870,0,0,0,0,None,None,70,07-Jul-03,,
485871,0,0,0,0,None,None,None,07-Jul-03,F,
485872,0,0,0,0,None,None,None,07-Jul-03,E,
485873,1,1,0,0,2,None,44,06-Mar-03,H,Consulting
485874,0,0,0,0,0,None,41,07-Jul-03,,Consulting
485875,0,0,0,0,2,None,40,07-Jul-03,H,BFSI
485876,0,0,0,0,None,None,None,07-Jul-03,,
485877,0,0,0,0,0,None,42,07-Jul-03,,
485878,0,0,0,0,None,None,None,07-Jul-03,,
485880,0,0,0,0,None,None,None,07-Jul-03,G,
485881,0,0,0,0,None,None,None,07-Jul-03,,
485882,0,0,0,0,None,None,None,07-Jul-03,,
485884,0,0,0,0,None,None,None,07-Jul-03,,
485885,1,1,0,1,None,None,37,07-Jul-03,H,
485886,0,1,0,1,0,None,50,08-Feb-03,A,Consulting
485887,0,0,0,0,None,None,None,07-Jul-03,,
485888,0,0,0,0,None,None,None,08-Feb-03,B,
485890,0,0,0,0,None,None,None,07-Jul-03,,
485891,0,0,0,0,None,None,None,07-Jul-03,,
485892,1,0,0,0,3,88,70,07-Jul-03,B,Others
485893,0,0,0,0,0,None,72,07-Jul-03,C,
485894,0,0,0,0,None,None,None,07-Jul-03,,
485895,0,0,0,1,1,70,40,04-Jul-03,I,Technology
485896,0,0,0,0,None,None,None,06-Jul-03,I,
485897,0,0,0,0,None,None,None,07-Jul-03,,
485898,0,0,0,0,None,None,None,07-Jul-03,,
485899,0,0,0,0,None,None,None,06-Jul-03,,
485900,0,0,0,0,None,None,None,06-Jul-03,,
485901,0,0,0,0,None,None,None,08-Feb-03,,
485902,0,0,0,0,4,None,58,06-Jul-03,C,Consulting
485903,0,0,0,0,None,None,None,03-Jun-03,,
485907,0,0,0,0,None,None,None,06-Jul-03,,
485908,0,0,0,0,None,None,None,06-Jul-03,A,
485909,0,1,1,0,1,75,44,06-Jul-03,C,Consulting
485910,0,0,0,0,None,None,None,06-Jul-03,,
485912,0,0,0,0,None,None,None,06-Jul-03,,
485913,0,0,0,0,None,None,None,06-Jul-03,,
485914,1,1,1,1,2,None,42,06-Jul-03,D,Technology
485915,0,0,0,0,None,None,None,06-Jul-03,,
485917,0,0,0,0,None,None,None,06-Jul-03,,
485918,0,0,0,0,None,None,None,17-Mar-03,B,
485919,0,0,0,0,None,None,None,06-Jul-03,H,
485920,0,0,0,0,None,None,None,06-Jul-03,B,
485922,0,0,0,0,None,None,None,06-Jul-03,,
485923,0,0,0,0,None,None,None,06-Jul-03,,
485924,0,0,0,0,None,None,None,06-Jul-03,,
485925,0,0,0,0,None,None,None,06-Jul-03,H,
485926,0,0,0,0,None,None,71,06-Jul-03,G,
485927,0,0,0,0,None,None,None,06-Jul-03,,
485928,0,0,0,0,None,None,None,04-Jul-03,I,
485929,0,0,0,0,None,None,None,06-Jul-03,,
485930,0,0,0,0,None,None,None,06-Jul-03,,
485932,0,0,0,0,None,None,None,06-Jul-03,F,
485933,0,0,0,0,None,None,None,06-Jul-03,C,
485934,0,0,0,0,None,None,None,06-Jul-03,,
485935,0,0,0,0,None,None,None,06-Jul-03,,
485936,0,0,0,0,None,None,None,06-Jul-03,B,
485937,0,0,0,0,None,None,None,06-Jul-03,,
485938,0,0,0,0,1,None,43,06-Jul-03,D,Health
485940,0,0,0,0,None,None,None,06-Jul-03,,
485942,0,0,0,0,None,None,None,06-Jul-03,,
485943,0,0,0,0,None,None,None,06-Jul-03,,
485944,0,0,0,0,None,None,None,06-Jul-03,,
485945,0,0,0,0,None,None,None,06-Jul-03,,
485946,0,1,1,1,0,None,41,06-Jul-03,G,Others
485947,0,0,0,0,None,None,None,06-Jul-03,,
485948,0,0,0,0,None,None,None,06-Jul-03,,
485949,0,0,0,0,None,None,None,06-Jul-03,B,
485950,0,0,0,0,None,None,None,06-Jul-03,,
485951,0,0,0,0,None,None,None,06-Jul-03,,
485953,0,0,0,0,None,None,None,06-Jul-03,,
485954,0,0,0,0,None,None,None,04-Jul-03,,
485955,0,0,0,0,1,82,42,04-Jul-03,B,Software Industry
485956,0,0,0,0,None,None,None,08-Feb-03,,
485957,0,0,0,0,None,None,None,06-Jul-03,,
485958,0,0,0,0,None,None,None,06-Jul-03,E,
485959,0,0,0,0,None,None,None,06-Jul-03,,
485960,0,0,0,0,None,None,None,06-Jul-03,,
485961,0,0,0,0,None,None,None,06-Jul-03,,
485962,0,0,0,0,3,64,48,06-Jul-03,B,Software Industry
485963,0,0,0,0,None,None,None,06-Jul-03,G,
485964,0,0,0,0,None,None,None,06-Jul-03,,
485966,0,0,0,0,None,None,None,06-Jul-03,I,
485969,0,0,0,0,None,None,None,05-Jul-03,,
485970,0,0,0,1,1,70,40,06-Mar-03,B,Technology
485971,1,1,0,0,0,None,73,05-Jul-03,H,
485972,0,0,0,0,None,None,None,05-Jul-03,,
485973,0,0,0,0,None,None,None,05-Jul-03,,
485974,0,0,0,0,None,None,None,05-Jul-03,C,
485975,0,0,0,0,0,None,None,05-Jul-03,G,Technology
485976,0,0,0,0,None,None,None,04-Jul-03,,
485977,0,0,0,0,None,None,None,04-Jul-03,,
485978,0,0,0,0,None,None,None,04-Jul-03,B,
485979,0,0,0,0,None,None,None,04-Jul-03,,
485981,0,0,0,0,None,None,None,04-Jul-03,C,
485982,1,1,0,1,0,None,47,04-Jul-03,E,Technology
485983,0,0,0,0,2,78,40,04-Jul-03,B,Others
485984,0,1,0,1,1,87.99333333,39,04-Jul-03,C,Others
485985,0,0,0,0,None,None,None,04-Jul-03,,
485986,0,0,0,0,4,None,44,04-Jul-03,B,Consulting
485988,0,0,0,0,0,None,42,04-Jul-03,F,
485989,0,0,0,0,None,None,None,01-Jul-03,,
485991,0,0,0,0,2,92,40,04-Jul-03,G,Others
485992,0,0,0,0,None,None,None,04-Jul-03,,
485993,0,0,0,0,4,77,47,08-Feb-03,I,Consulting
485994,0,0,0,0,None,None,None,04-Jul-03,,
485995,0,0,0,0,None,None,None,04-Jul-03,,
485997,0,0,0,0,None,None,None,08-Feb-03,,
485998,0,0,0,0,None,None,None,04-Jul-03,,
485999,0,0,0,0,None,None,None,04-Jul-03,,
486000,0,0,0,0,0,None,43,04-Jul-03,,Others
486001,0,0,0,0,None,None,None,04-Jul-03,,
486002,0,0,0,0,None,None,72,04-Jul-03,,
486003,0,0,0,0,0,None,41,04-Jul-03,D,
486004,0,0,0,0,None,None,None,04-Jul-03,,
486005,0,1,0,0,1,None,43,21-Jun-03,H,Technology
486006,0,0,0,0,None,None,None,04-Jul-03,G,
486007,0,0,0,0,0,80,44,04-Jul-03,E,Software Industry
486008,0,0,0,0,None,None,None,04-Jul-03,,
486009,0,0,0,0,None,None,None,04-Jul-03,,
486010,0,0,0,0,2,None,40,04-Jul-03,H,Manufacturing
486011,0,0,0,0,None,None,None,04-Jul-03,,
486012,0,0,0,0,None,None,None,04-Jul-03,,
486013,0,0,0,0,None,None,None,04-Jul-03,D,
486014,0,0,0,0,None,None,None,04-Jul-03,,
486015,0,0,0,0,None,None,None,04-Jul-03,,
486016,0,1,0,0,1,None,None,04-Jul-03,D,Consulting
486018,0,0,0,0,None,None,None,04-Jul-03,B,
486019,0,0,0,0,None,None,None,04-Jul-03,E,
486020,0,1,0,0,3,None,43,04-Jul-03,,
486021,0,0,0,0,None,None,None,04-Jul-03,I,
486023,0,0,0,0,None,None,None,04-Jul-03,,
486024,1,0,0,0,None,None,73,04-Jul-03,H,
486025,0,0,0,0,None,None,None,04-Jul-03,,
486026,0,0,0,0,None,None,None,08-Feb-03,,
486027,0,0,0,0,None,None,None,04-Jul-03,B,
486028,1,0,1,0,6,90.03333333,58,04-Jul-03,C,Technology
486029,1,1,1,1,0,None,37,03-Jul-03,H,
486030,1,1,0,1,3,None,43,04-Jul-03,G,Others
486032,0,0,0,0,2,None,41,30-Jun-03,I,
486033,0,0,0,0,None,None,None,15-May-03,B,
486034,0,0,0,0,None,None,None,03-Jul-03,,
486035,0,0,0,0,None,None,None,03-Jul-03,,
486037,0,0,0,0,None,None,None,03-Jul-03,,
486038,0,0,0,0,None,None,49,03-Jul-03,D,
486039,0,0,0,0,None,None,None,03-Jul-03,,
486040,0,0,0,0,3,86,47,03-Jul-03,B,Software Industry
486041,0,0,0,0,None,None,None,03-Jul-03,,
486043,0,0,0,0,None,None,None,03-Jul-03,,
486044,0,0,0,0,None,None,None,03-Jul-03,,
486045,0,0,0,0,None,None,None,08-Feb-03,,
486046,0,0,0,0,None,None,None,04-Jun-03,A,
486047,0,0,0,0,None,None,None,26-Mar-03,,
486048,0,0,0,0,1,64,63,05-Dec-02,B,Others
486050,0,0,0,0,None,None,None,03-Jul-03,G,
486051,0,0,0,0,None,None,None,03-Jul-03,H,
486052,0,0,0,0,None,None,None,03-Jul-03,B,
486053,0,0,0,0,None,None,None,03-Jul-03,H,
486054,0,0,0,0,None,None,None,02-Jul-03,,
486055,0,0,0,0,None,None,None,02-Jul-03,,
486056,0,0,0,0,None,None,None,02-Jul-03,,
486057,0,0,0,0,None,None,None,02-Jul-03,,
486059,0,0,0,0,None,None,None,26-Jun-03,B,
486060,0,0,0,0,None,None,None,02-Jul-03,,
486061,0,0,0,0,None,None,None,02-Jul-03,,
486063,0,0,0,0,None,None,37,02-Jul-03,H,
486064,0,0,0,0,None,None,None,02-Jul-03,,
486065,0,0,0,0,5,67,49,02-Jul-03,D,Technology
486066,0,0,0,0,None,None,None,02-Jul-03,,
486067,0,0,0,0,None,None,None,08-Feb-03,E,
486068,0,0,0,0,None,None,None,21-Apr-03,,
486070,0,0,0,0,None,None,None,01-Jul-03,B,
486071,0,0,0,0,None,None,None,01-Jul-03,B,
486072,0,0,0,0,None,None,None,30-Jun-03,,
486073,0,0,0,0,None,None,None,09-Apr-03,,
486075,0,0,0,0,None,None,None,30-Jun-03,,
486076,0,0,0,0,None,None,None,29-Jun-03,,
486077,0,0,0,0,1,87,38,29-Jun-03,H,
486078,0,0,0,0,None,None,None,29-Jun-03,D,
486079,0,0,0,0,None,None,None,29-Jun-03,,
486080,1,1,1,1,4,None,49,28-Jun-03,I,Technology
486081,0,0,0,0,None,None,None,28-Jun-03,H,
486082,0,0,0,0,None,None,None,28-Jun-03,,
486083,0,0,0,0,None,None,None,08-Feb-03,,
486085,0,0,0,0,None,None,None,27-Jun-03,,
486086,0,0,0,0,None,None,None,26-Jun-03,B,
486087,0,0,0,0,None,None,None,08-Feb-03,,
486088,0,0,0,0,None,None,None,27-Jun-03,,
486090,0,0,0,0,None,None,None,27-Jun-03,I,
486091,0,0,0,0,None,None,None,27-Jun-03,,
486092,0,0,0,0,None,None,None,27-Jun-03,,
486093,0,0,0,0,None,None,None,08-Feb-03,B,
486094,0,0,0,0,None,None,None,03-Apr-03,A,
486095,1,1,1,0,0,None,54,08-Feb-03,A,Consulting
486096,0,0,0,0,None,None,None,26-Jun-03,,
486098,0,0,0,0,None,None,None,05-Jun-03,,
486099,0,0,0,0,None,None,None,26-Mar-03,,
486100,0,0,0,0,None,None,None,26-Jun-03,B,
486101,0,0,0,0,None,None,None,26-Jun-03,,
486102,0,0,0,0,1,None,41,26-Jun-03,E,Consulting
486103,0,0,0,0,None,None,None,26-Jun-03,,
486104,0,0,0,0,None,None,None,26-Jun-03,,
486105,0,0,0,0,None,None,None,05-Jun-03,,
486107,0,0,0,0,None,None,None,26-Jun-03,,
486108,0,0,0,0,1,None,45,26-Jun-03,D,BFSI
486109,0,1,0,0,0,None,42,26-Jun-03,B,Retail
486110,0,1,0,0,0,None,44,26-Jun-03,D,Consulting
486111,0,0,0,0,None,None,None,26-Jun-03,D,
486112,0,0,0,0,None,None,None,26-Jun-03,A,
486113,0,0,0,0,None,None,None,26-Jun-03,,
486115,0,0,0,0,None,None,None,26-Jun-03,,
486116,0,1,0,1,1,None,42,26-Jun-03,D,Retail
486117,0,1,0,1,2,86,38,26-Jun-03,F,
486118,0,0,0,0,None,None,None,19-Jun-03,,
486119,0,0,0,0,1,58,48,26-Jun-03,E,
486120,0,0,0,0,None,None,None,25-Jun-03,,
486121,0,0,0,0,None,None,None,24-Jun-03,I,
486122,0,0,0,0,None,None,None,24-Jun-03,C,
486124,0,0,0,0,0,None,61,24-Jun-03,H,
486125,0,0,0,0,None,None,None,23-Jun-03,B,
486127,0,0,0,0,None,None,None,23-Jun-03,,
486128,0,0,0,0,None,None,None,18-Jun-03,B,
486129,0,0,0,0,None,None,None,21-Jun-03,H,
486130,0,0,0,0,None,None,None,22-Jun-03,,
486131,0,0,0,0,5,74,52,17-May-03,H,Software Industry
486132,0,0,0,0,0,None,None,21-Jun-03,G,
486133,0,0,0,0,None,None,None,21-Jun-03,,
486134,0,0,0,0,None,None,None,18-Jun-03,F,
486135,0,0,0,0,None,None,None,20-Jun-03,E,
486136,0,0,0,0,None,None,None,19-Jun-03,C,
486138,0,0,0,0,None,None,None,19-Jun-03,,
486139,0,0,0,0,2,None,45,19-Jun-03,B,Retail
486140,0,0,0,0,None,None,None,19-Jun-03,,
486141,0,0,0,0,5,85,52,18-Jun-03,C,Software Industry
486144,1,0,0,0,0,None,36,18-Jun-03,H,
486146,0,0,0,0,None,None,None,06-Mar-03,H,
486147,0,0,0,0,1,90,43,18-Jun-03,B,Education
486148,0,0,0,0,None,None,None,17-Jun-03,D,
486149,0,0,0,0,None,None,None,17-Jun-03,,
486150,0,0,0,0,None,None,None,17-Jun-03,B,
486151,0,0,0,0,None,None,None,17-Jun-03,,
486153,0,0,0,0,None,None,None,16-Jun-03,B,
486154,0,0,0,0,None,None,None,08-Feb-03,B,
486155,0,0,0,0,None,None,None,15-Jun-03,G,
486156,0,0,0,0,None,None,None,14-Jun-03,,
486157,0,0,0,0,3,79,42,14-Jun-03,D,Manufacturing
486158,0,0,0,0,None,None,None,13-Jun-03,B,
486159,0,0,0,0,None,None,None,10-Jun-03,,
486160,0,0,0,0,None,None,None,08-Feb-03,,
486161,0,0,0,0,None,None,None,11-Jun-03,G,
486163,0,0,0,0,None,None,None,10-Jun-03,C,
486164,0,0,0,0,None,None,None,10-Jun-03,,
486165,1,1,1,1,2,None,42,10-Jun-03,D,Technology
486167,0,0,0,0,None,None,43,08-Feb-03,B,
486168,0,0,0,0,None,None,None,08-Jun-03,G,
486169,0,0,0,0,None,None,None,08-Jun-03,,
486171,0,0,0,0,None,None,None,05-May-03,,
486172,0,0,0,0,None,None,None,06-Mar-03,,
486176,0,0,0,0,None,None,None,08-Jun-03,D,
486178,0,1,0,1,1,None,38,08-Jun-03,G,Consulting
486179,0,0,0,0,None,None,None,08-Jun-03,,
486181,0,0,0,0,None,None,None,08-Jun-03,,
486183,0,0,0,0,None,None,None,08-Jun-03,,
486184,0,0,0,0,None,None,None,01-May-03,,
486185,0,0,0,0,None,None,None,08-Jun-03,B,
486186,0,0,0,0,None,None,None,07-Jun-03,A,
486187,0,0,0,0,None,None,None,07-Jun-03,,
486188,0,0,0,0,None,None,None,07-Jun-03,,
486189,1,0,0,0,0,None,72,08-Feb-03,A,
486190,0,0,0,0,None,None,None,07-Jun-03,D,
486192,1,1,0,0,0,None,73,04-Jun-03,,
486193,0,0,0,0,None,None,None,07-Jun-03,E,
486194,0,0,0,0,None,None,None,07-Jun-03,B,
486195,1,0,1,0,1,None,38,07-Jun-03,D,Consulting
486196,0,0,0,0,None,None,71,07-Jun-03,E,
486197,0,0,0,0,None,None,None,08-Feb-03,,
486198,0,0,0,0,None,None,None,07-Jun-03,H,
486199,0,0,0,0,None,None,None,06-Jun-03,B,
486200,0,0,0,0,None,None,None,07-Jun-03,A,
486201,0,1,0,0,0,None,72,07-Jun-03,B,
486203,0,0,0,0,None,None,None,07-Jun-03,,
486204,0,1,0,0,3,None,50,08-Feb-03,G,Retail
486205,0,0,0,0,None,None,None,07-Jun-03,,
486207,0,0,0,0,None,None,None,07-Jun-03,B,
486208,0,0,0,0,0,None,39,07-Jun-03,H,
486210,0,0,0,0,None,None,None,07-Jun-03,B,
486211,0,0,0,0,None,None,None,07-Jun-03,I,
486212,0,0,0,0,2,96,37,06-Jun-03,B,Software Industry
486213,0,0,0,0,0,None,46,07-Jun-03,B,
486214,0,0,0,0,None,None,None,07-Jun-03,E,
486215,0,0,0,0,1,73,52,07-Jun-03,C,Education
486216,0,0,0,0,None,None,None,07-Jun-03,,
486217,0,0,0,0,None,None,None,07-Jun-03,H,
486218,0,0,0,0,1,None,41,07-Jun-03,H,Software Industry
486219,0,0,0,0,3,81,47,03-Jun-03,C,Technology
486220,0,0,0,0,None,None,None,07-Jun-03,,
486221,1,1,0,0,0,None,41,07-Jun-03,,Others
486222,0,0,0,0,None,None,None,04-Jun-03,F,
486223,0,0,0,0,None,None,None,07-Jun-03,,
486224,0,1,0,1,1,None,42,07-Jun-03,H,Education
486226,0,0,0,0,None,None,None,07-Jun-03,G,
486227,0,0,0,0,None,None,None,07-Jun-03,H,
486228,0,0,0,0,None,None,None,05-May-03,B,
486229,0,0,0,0,None,None,None,07-Jun-03,H,
486230,0,0,0,0,None,None,None,04-Jun-03,,
486231,0,0,0,0,None,None,None,06-Jun-03,,
486232,0,0,0,0,None,None,None,04-Jun-03,H,
486234,0,0,0,0,None,None,None,05-Jun-03,E,
486235,0,0,0,0,None,None,None,22-Mar-03,E,
486236,0,0,0,0,None,None,None,05-Jun-03,,
486237,0,0,0,0,None,None,None,03-Jun-03,H,
486238,0,0,0,0,None,None,None,04-Jun-03,,
486239,0,0,0,0,None,None,None,04-Jun-03,B,
486240,0,0,0,0,None,None,None,04-Jun-03,,
486241,0,0,0,0,None,None,None,04-Jun-03,G,
486243,0,0,0,0,None,None,None,04-Jun-03,B,
486244,0,0,0,0,None,None,None,06-May-03,,
486245,0,0,0,0,None,None,None,04-Jun-03,A,
